terrain_environmental_factors,material_labour_costs,regulatory_permitting_timeline,historical_delay_patterns,weather_seasonal_data,vendor_performance_structured,vendor_performance_semi_structured,vendor_performance_non_structured,material_cost_escalation_reason,cost_escalation_percentage,demand_supply_scenario,supply_delay_days,skilled_manpower_availability,equipment_availability,project_complexity,transmission_voltage_level,line_length_km,environmental_clearance_status,land_acquisition_percentage,time_overrun_percentage,cost_overrun_percentage,project_hotspots
Rural,64.24331203161985,360,9.955598441221355,Post_Monsoon,1.0,"{""delivery_time"": 2.28, ""quality"": 3.39, ""communication"": 3.42, ""technical_expertise"": 2.92}",Excellent performance with timely delivery,Low,1.05,Surplus,0.6032732359544319,0.5891431770406127,0.936260258423091,Low,132kV,82.21757189459902,Obtained,62.021585472185066,13.220860987092319,11.560231645593053,Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Mountainous,41.58979570987717,360,30.551993641838653,Winter,2.6000000000000014,"{""delivery_time"": 4.26, ""quality"": 1.25, ""communication"": 4.26, ""technical_expertise"": 2.98}",Poor quality control and frequent delays,Critical,1.5,Deficit,11.739889984323602,0.9647317172473945,0.762353770591133,High,400kV,48.07977995617434,Under_Review,94.33804235425885,12.060927072099496,30.536108061342535,Cost_Critical|Environmental_Risk|Supply_Chain_Risk
Rural,11.691182976470678,630,26.189518433855646,Summer,1.0,"{""delivery_time"": 1.54, ""quality"": 4.54, ""communication"": 3.6, ""technical_expertise"": 1.65}",Average performance with communication issues,Critical,1.5,Balanced,4.7052673324052305,0.9097105997156067,0.5111251759631654,Very_High,220kV,120.87721536178913,Obtained,61.993975785401666,15.202501655115068,17.87251849488641,Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,64.01479866858911,240,17.277631627547308,Summer,3.9000000000000026,"{""delivery_time"": 1.13, ""quality"": 1.56, ""communication"": 3.44, ""technical_expertise"": 1.72}",Average performance with communication issues,High,1.3,Critical_Shortage,35.23517182004252,0.9062010252516646,0.8583568048009633,Medium,132kV,98.10013285457961,Obtained,63.549646661004566,4.342652984885364,28.770435268439236,Cost_Critical|Supply_Chain_Risk|Land_Acquisition_Risk
Forest,36.87102440471085,660,11.12156818194725,Spring,5.0000000000000036,"{""delivery_time"": 1.9, ""quality"": 1.1, ""communication"": 3.89, ""technical_expertise"": 4.24}",Poor quality control and frequent delays,Medium,1.15,Critical_Shortage,36.20870404266288,0.7073708458301279,0.5551164543606164,Medium,765kV,107.74800562343378,Pending,69.55408141472799,16.412535050274546,0.0,Environmental_Risk|Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,46.62851897160975,660,32.270626575487235,Winter,1.2000000000000002,"{""delivery_time"": 4.19, ""quality"": 1.51, ""communication"": 4.61, ""technical_expertise"": 3.69}",Excellent performance with timely delivery,Low,1.05,Balanced,0.16067286557456484,0.873663039289273,0.8946898167309623,Low,132kV,65.63652355291525,Pending,95.50633313849104,14.226932777846251,0.0,Vendor_Risk
Rural,32.448304609109606,30,38.532544098338555,Spring,2.000000000000001,"{""delivery_time"": 4.59, ""quality"": 2.79, ""communication"": 2.75, ""technical_expertise"": 4.14}",Average performance with communication issues,Critical,1.5,Surplus,0.0,0.5076120155587311,0.58405127490259,High,132kV,111.0683867218866,Obtained,73.31761441688765,1.9107208967957643,24.19614052589447,Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Coastal,27.564352123559647,120,27.143086208713633,Winter,3.300000000000002,"{""delivery_time"": 1.37, ""quality"": 3.08, ""communication"": 4.35, ""technical_expertise"": 4.32}",Excellent performance with timely delivery,High,1.3,Balanced,4.556661952529356,0.7439337745337462,0.6727231929027567,Medium,132kV,45.9056891993315,Under_Review,67.67198229826369,16.20506282840104,21.736538559729606,Resource_Risk|Land_Acquisition_Risk
Rural,58.12194092307182,630,7.7864158978037565,Spring,3.100000000000002,"{""delivery_time"": 4.82, ""quality"": 3.79, ""communication"": 1.83, ""technical_expertise"": 1.08}",Average performance with communication issues,Low,1.05,Surplus,0.0,0.9903075537085274,0.8806357148126802,Very_High,765kV,50.92659669733908,Pending,88.6222198318038,14.239705564926192,17.187047938406323,Low_Risk
Mountainous,92.08099110680956,330,12.312006193903237,Spring,3.500000000000002,"{""delivery_time"": 2.92, ""quality"": 3.05, ""communication"": 1.96, ""technical_expertise"": 1.5}",Outstanding technical expertise and support,Critical,1.5,Critical_Shortage,39.16252390686884,0.574575058310777,0.9771156787382108,High,400kV,78.8695240974154,Under_Review,72.76279019474742,15.10644571353325,34.29025536116682,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Desert,57.893281584738894,90,19.814515488111354,Monsoon,2.200000000000001,"{""delivery_time"": 3.34, ""quality"": 4.06, ""communication"": 4.97, ""technical_expertise"": 4.03}",Average performance with communication issues,Low,1.05,Deficit,15.820079783203056,0.8766113975486052,0.6857169753233662,High,400kV,52.28468867170247,Pending,73.33466552304785,10.072860133823397,23.88782797057482,Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Forest,13.917957022282943,390,43.775436893929,Winter,1.0,"{""delivery_time"": 4.17, ""quality"": 3.47, ""communication"": 4.94, ""technical_expertise"": 3.56}",Outstanding technical expertise and support,Critical,1.5,Balanced,6.326594352241095,0.6942870443248403,0.9147001100994678,Medium,132kV,109.83617108569759,Pending,89.55906383754144,13.67049360497626,26.28082975731284,Cost_Critical|Environmental_Risk|Vendor_Risk
Urban,54.34823325907658,510,22.03899205481349,Spring,3.300000000000002,"{""delivery_time"": 4.44, ""quality"": 4.78, ""communication"": 4.72, ""technical_expertise"": 2.53}",Excellent performance with timely delivery,Low,1.05,Critical_Shortage,32.422518444858596,0.4238834099332524,0.5953961327379194,Low,220kV,68.42903091208561,Obtained,70.06611262433223,26.41643200070486,17.36741322513344,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Forest,69.84632510129774,660,19.3771729264216,Monsoon,1.9000000000000008,"{""delivery_time"": 1.31, ""quality"": 1.69, ""communication"": 1.24, ""technical_expertise"": 1.42}",Average performance with communication issues,Critical,1.5,Deficit,17.931251877651263,0.8578116386894005,0.9035898851012456,Very_High,220kV,47.176919964901266,Pending,95.87040190822502,6.901537963504598,6.291512266047519,Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Weather_Risk
Rural,27.81632646838807,660,4.918182403886622,Monsoon,4.400000000000003,"{""delivery_time"": 1.74, ""quality"": 2.36, ""communication"": 3.17, ""technical_expertise"": 3.85}",Good quality but delayed deliveries,Critical,1.5,Critical_Shortage,30.840370880332813,0.5011414866352677,0.8287470296281255,High,132kV,42.64363332159512,Pending,82.4568671199338,9.836934008608178,15.651380859339369,Supply_Chain_Risk|Resource_Risk|Weather_Risk
Rural,52.750398796687335,300,17.11978251867867,Summer,3.300000000000002,"{""delivery_time"": 1.84, ""quality"": 3.69, ""communication"": 3.82, ""technical_expertise"": 3.23}",Good quality but delayed deliveries,Low,1.05,Balanced,1.6259287788443153,0.77888414027965,0.5963717536061842,Very_High,132kV,109.40876641683475,Under_Review,81.51326844689656,21.007918141688414,18.407953946256168,Resource_Risk
Rural,49.77035226240507,630,10.204763752110036,Spring,3.7000000000000024,"{""delivery_time"": 4.61, ""quality"": 1.44, ""communication"": 1.71, ""technical_expertise"": 2.71}",Poor quality control and frequent delays,Critical,1.5,Balanced,8.141650228708983,0.45139851642818374,0.6512519801757057,Medium,220kV,10.0,Pending,70.59008940264839,26.297300517680693,36.13214601812723,Cost_Critical|Resource_Risk|Land_Acquisition_Risk
Forest,73.3617156175204,360,12.961842028926402,Winter,4.5000000000000036,"{""delivery_time"": 1.51, ""quality"": 3.27, ""communication"": 2.59, ""technical_expertise"": 2.14}",Good quality but delayed deliveries,Critical,1.5,Deficit,16.78580868072025,0.9681204384975789,0.565885444298518,High,132kV,49.613639804303,Pending,93.40377360519702,21.990955280897474,20.227080162413575,Environmental_Risk|Supply_Chain_Risk|Resource_Risk
Rural,51.7937055262123,450,26.43940816190491,Monsoon,2.5000000000000013,"{""delivery_time"": 1.68, ""quality"": 2.34, ""communication"": 3.43, ""technical_expertise"": 3.3}",Outstanding technical expertise and support,Critical,1.5,Balanced,0.0,0.5750343323082165,0.6914835055321567,Low,132kV,134.10166743867666,Under_Review,82.90998203486005,17.726205817976354,19.234313155861983,Resource_Risk|Weather_Risk
Rural,35.40396588677667,630,20.186029532665874,Spring,4.900000000000004,"{""delivery_time"": 1.65, ""quality"": 1.5, ""communication"": 1.11, ""technical_expertise"": 1.05}",Good quality but delayed deliveries,Low,1.05,Critical_Shortage,42.88685435044018,0.535878815006437,0.6018243205616387,High,400kV,72.94728342630988,Obtained,66.22066191620904,9.933220596989413,20.009244960646228,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Mountainous,101.92285878745106,300,45.39393343205615,Winter,2.5000000000000013,"{""delivery_time"": 4.52, ""quality"": 1.18, ""communication"": 3.92, ""technical_expertise"": 4.49}",Good quality but delayed deliveries,Low,1.05,Deficit,11.207511732134265,0.47748184243980063,0.8219989768152367,High,400kV,110.07586175684229,Obtained,68.2519294897905,9.660918846592777,26.99227460337407,Cost_Critical|Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Urban,61.908673325974085,420,37.93604047248972,Post_Monsoon,2.6000000000000014,"{""delivery_time"": 1.39, ""quality"": 2.75, ""communication"": 4.85, ""technical_expertise"": 4.34}",Good quality but delayed deliveries,Critical,1.5,Deficit,14.337032226893305,0.9676013160034287,0.9972525521102793,High,132kV,99.9624762312206,Pending,78.73023635282574,16.854099907142917,26.476944640624914,Cost_Critical|Supply_Chain_Risk|Land_Acquisition_Risk
Urban,64.46756147955634,390,17.693392746275933,Monsoon,2.4000000000000012,"{""delivery_time"": 2.96, ""quality"": 4.05, ""communication"": 4.33, ""technical_expertise"": 2.39}",Average performance with communication issues,Critical,1.5,Critical_Shortage,43.73393693300976,0.8271422454647831,0.5060045815421321,High,132kV,78.31939941761775,Pending,91.18567289665555,13.235157239122746,33.59740091814556,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Weather_Risk
Urban,46.801274798072676,150,13.998185899113821,Monsoon,2.5000000000000013,"{""delivery_time"": 4.57, ""quality"": 2.88, ""communication"": 3.11, ""technical_expertise"": 5.0}",Poor quality control and frequent delays,Low,1.05,Surplus,0.0,0.8449965332308532,0.7704599066436493,Medium,765kV,26.938129599085123,Under_Review,97.5718109446784,18.875871506365748,9.883915103057424,Weather_Risk
Urban,56.35599610176555,180,41.591703227970314,Winter,2.4000000000000012,"{""delivery_time"": 4.37, ""quality"": 2.45, ""communication"": 1.04, ""technical_expertise"": 3.5}",Excellent performance with timely delivery,High,1.3,Deficit,6.468695900151802,0.6996427368281468,0.7868332987745048,Very_High,400kV,38.59454689464317,Obtained,86.53994521507786,3.3113141982689385,36.81476381993634,Cost_Critical|Supply_Chain_Risk|Vendor_Risk
Urban,47.74634707647543,60,44.9205098738018,Post_Monsoon,4.3000000000000025,"{""delivery_time"": 3.82, ""quality"": 3.6, ""communication"": 4.87, ""technical_expertise"": 4.45}",Poor quality control and frequent delays,Critical,1.5,Surplus,2.2096684354425875,0.6848366711622901,0.9571043948404059,Very_High,132kV,38.004811730677176,Obtained,80.24572998233192,10.00700689968197,28.92903275058101,Cost_Critical
Urban,61.62755183149326,660,0.0,Winter,2.000000000000001,"{""delivery_time"": 2.8, ""quality"": 1.25, ""communication"": 2.9, ""technical_expertise"": 3.76}",Outstanding technical expertise and support,High,1.3,Critical_Shortage,22.607316420730903,0.466012745794886,0.7530026673834688,Low,765kV,101.87177549051086,Obtained,70.02927910048099,20.787754939053656,7.937272883701475,Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Mountainous,113.51344080320274,510,26.114291487660417,Monsoon,1.0,"{""delivery_time"": 3.43, ""quality"": 3.15, ""communication"": 2.88, ""technical_expertise"": 2.18}",Average performance with communication issues,Low,1.05,Critical_Shortage,24.782532487574393,0.7359046573503951,0.7718507098224587,Very_High,765kV,108.43532007181068,Under_Review,86.91471841822998,25.982070847926664,28.662841633761204,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Weather_Risk
Urban,38.24792771283855,120,21.977460305239273,Monsoon,2.4000000000000012,"{""delivery_time"": 2.11, ""quality"": 3.0, ""communication"": 1.64, ""technical_expertise"": 2.36}",Average performance with communication issues,Critical,1.5,Deficit,20.875789131470707,0.5481498970652743,0.7358264006641944,Medium,765kV,54.241489733665816,Under_Review,99.28959023414029,17.824250336616643,5.97486272871301,Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Weather_Risk
Rural,25.796579031848882,420,32.78944168071924,Winter,3.500000000000002,"{""delivery_time"": 2.3, ""quality"": 3.35, ""communication"": 1.27, ""technical_expertise"": 4.32}",Good quality but delayed deliveries,High,1.3,Balanced,2.95563315797955,0.9862871996802435,0.6344521522807407,High,765kV,82.2429859704085,Under_Review,79.0488990215694,14.176478680801056,22.53345309406165,Resource_Risk|Land_Acquisition_Risk
Forest,90.08444364050516,300,48.31201748993805,Spring,1.3000000000000003,"{""delivery_time"": 3.25, ""quality"": 3.68, ""communication"": 3.81, ""technical_expertise"": 2.17}",Good quality but delayed deliveries,Low,1.05,Deficit,25.98044779648408,0.8779485640090884,0.5280145666244569,Medium,400kV,85.2840144465274,Pending,66.48567515559581,20.34601655314209,28.165467620486332,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,46.86014484272201,90,19.19131576806642,Monsoon,1.4000000000000004,"{""delivery_time"": 2.88, ""quality"": 4.82, ""communication"": 4.07, ""technical_expertise"": 4.88}",Outstanding technical expertise and support,High,1.3,Balanced,0.0,0.6477952361157325,0.704328841104918,Very_High,765kV,87.73682960926989,Obtained,64.13362325816715,17.130768839706413,21.810160985542986,Vendor_Risk|Land_Acquisition_Risk|Weather_Risk
Mountainous,59.94586338015188,90,0.27161782403302936,Winter,4.400000000000003,"{""delivery_time"": 3.99, ""quality"": 1.7, ""communication"": 1.26, ""technical_expertise"": 3.31}",Average performance with communication issues,Medium,1.15,Surplus,0.0,0.49080475521491984,0.5262957356203393,Low,400kV,58.33046738577089,Pending,70.77024730395925,14.561482806136821,24.94052060724316,Environmental_Risk|Resource_Risk|Land_Acquisition_Risk
Urban,85.27814140422349,450,31.948092401791165,Winter,2.200000000000001,"{""delivery_time"": 2.43, ""quality"": 2.1, ""communication"": 4.23, ""technical_expertise"": 2.47}",Excellent performance with timely delivery,Low,1.05,Balanced,7.7031536308929285,0.8711990146832704,0.775246234732959,Medium,765kV,142.3319459429829,Pending,82.77768076084973,17.918947946084018,17.842083795470423,Vendor_Risk
Urban,53.190496975131154,180,41.679568823250435,Monsoon,1.9000000000000008,"{""delivery_time"": 2.27, ""quality"": 4.4, ""communication"": 4.39, ""technical_expertise"": 2.43}",Poor quality control and frequent delays,Medium,1.15,Deficit,17.357642420876196,0.4732322602487896,0.6536468216211466,Medium,765kV,108.72559652313677,Under_Review,97.87221204365315,16.515093209671182,39.808714250867126,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Weather_Risk
Urban,100.60718941416526,510,21.354882621762705,Winter,2.000000000000001,"{""delivery_time"": 4.33, ""quality"": 4.4, ""communication"": 2.7, ""technical_expertise"": 1.27}",Average performance with communication issues,Low,1.05,Balanced,3.7255019225557744,0.5136002520982423,0.7668012007627139,Medium,220kV,87.55793176767935,Obtained,71.96660332256587,13.596136772578976,9.0005775541853,Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Urban,78.21955449111576,360,16.53955023832407,Spring,2.7000000000000015,"{""delivery_time"": 1.01, ""quality"": 3.09, ""communication"": 2.38, ""technical_expertise"": 4.99}",Excellent performance with timely delivery,Low,1.05,Critical_Shortage,31.75769994528791,0.5269123106465364,0.5671484821975934,High,400kV,66.84094366780401,Pending,72.21564685486418,8.46252349258026,22.42679504545426,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,42.68132887781446,660,19.75288713546761,Monsoon,4.3000000000000025,"{""delivery_time"": 4.09, ""quality"": 4.05, ""communication"": 4.82, ""technical_expertise"": 4.55}",Excellent performance with timely delivery,Critical,1.5,Surplus,1.1568116217064537,0.7341343829638567,0.9663149828696798,Low,220kV,55.82510419741114,Obtained,79.2471863644877,6.987633935746697,9.601760386999237,Land_Acquisition_Risk|Weather_Risk
Urban,107.06751015867731,600,35.202464405574815,Winter,4.800000000000003,"{""delivery_time"": 2.27, ""quality"": 1.66, ""communication"": 3.98, ""technical_expertise"": 2.51}",Poor quality control and frequent delays,Medium,1.15,Critical_Shortage,41.884429430879244,0.8722339923942197,0.9472606217749675,High,220kV,98.9263282713082,Pending,96.74169340396756,13.538136113073271,12.054914730938297,Supply_Chain_Risk
